   762 vectors
   kx   ky   kz     ex   ey   ez        rk        phik
   -6    0   -5      8    2    2    -1.114476   3.131374
   -6    0    5     -3   -4   -6     1.103032  -1.259877
   -6    0    6     -7    3   -3     0.259638  -2.634987
   -6    1   -5      0    8   -1    -1.100860   0.164109
   -6    1    5     -6    2   -5    -0.808640  -2.328179
   -6    2   -5      1   -6   -5    -0.551398   0.268215
   -6    2    5     -7   -3    1    -0.103549  -2.864890
   -6    3   -5      0   -1   -8    -0.782120  -0.028649
   -6    3   -4     -4    7   -2    -0.053027  -1.426465
   -6    3    4     -8   -1    0     0.726924  -3.085052
   -6    3    5      1   -4   -7     1.004043   0.307096
   -6    4   -4      4    5    5    -0.101577   1.698507
   -6    4   -3      5    3    5    -0.687757   2.034272
   -6    4    3     -4   -1    7     1.285561  -1.602979
   -6    4    4      3    7    0    -0.108965   1.350662
   -6    5   -3      1   -7   -4    -1.615850   0.238413
   -6    5   -2     -4   -6    3    -1.634126  -1.719707
   -6    5   -1      4    2   -7    -0.873191   1.610878
   -6    5    0     -1   -5   -6    -1.625573  -0.468353
   -6    5    1     -1    5   -6     0.495967  -0.307843
   -6    5    2     -4   -2    7     1.220949  -1.615534
   -6    5    3      6    3   -5    -0.824602   2.408253
   -6    6    0      6   -3   -5    -1.125167   2.272233
   -5   -6   -3     -2    5   -6    -0.047825  -0.683097
   -5   -6   -2      3   -7    0     0.691502   1.011417
   -5   -6   -1      3   -5   -6     0.111057   1.082043
   -5   -6    0     -2    8    2    -1.672385  -0.570394
   -5   -6    1      2   -7    2     1.133172   0.623742
   -5   -6    2      7    3    1    -1.838949   2.866239
   -5   -6    3      0   -7    4    -2.389535  -0.130046
   -5   -5   -4      3   -6   -4     0.619258   1.058330
   -5   -5   -3      4   -3    6     0.662506   1.530114
   -5   -5    3      7    3   -2    -0.022157   2.843887
   -5   -5    4      2   -4    7     0.912646   0.689586
   -5   -4   -5      5   -4   -5     0.736652  -2.086379
   -5   -4   -4      6   -3    5     0.239214   2.300163
   -5   -4    4      7    3   -1     0.000639   2.851066
   -5   -4    5     -1   -5    6    -1.206220  -0.464559
   -5   -3   -6     -1   -4    7    -0.172292  -0.444250
   -5   -3   -5     -4    7    1    -1.517197  -1.404161
   -5   -3    5     -1    2    8    -1.366695  -0.349001
   -5   -3    6      7    3    2     0.181260   2.876122
   -5   -2   -6      3   -7   -3    -0.382266   0.986115
   -5   -2    6      3    5    6     0.012128   1.288182
   -5   -1   -6     -1    8    1    -0.020004  -0.216496
   -5   -1    6     -6   -6    0     0.121218  -2.538300
   -5    0   -6      3    7   -1     0.177987   1.344346
   -5    0    6     -2   -7   -4    -0.842267  -0.945874
   -5    1   -6     -4    0    7    -0.628409  -1.583375
   -5    1    6      6    4   -4     2.466245   2.436666
   -5    2   -6     -2    2   -8     0.339956  -0.753125
   -5    2    6      6   -3    4     0.377784   2.292747
   -5    3   -6     -2    6   -5     0.564365  -0.668747
   -5    3   -5      2    7   -2    -0.117810   0.915744
   -5    3    5     -5   -6    0    -0.824893  -2.152342
   -5    3    6     -4   -5    4     1.172234  -1.690560
   -5    4   -5      5   -5    3     1.364594   1.853685
   -5    4   -4     -6   -5   -1     0.624175  -2.518544
   -5    4    4     -7   -2   -4    -0.521673  -2.836403
   -5    4    5      6   -3    5    -0.070202   2.301069
   -5    5   -4     -7   -3   -3     1.041149  -2.897949
   -5    5   -3     -1    5    6    -1.756864  -0.297292
   -5    5    3     -2   -3    7    -0.549493  -0.842438
   -5    5    4     -1   -5    6     0.359966  -0.459717
   -5    6   -3      0   -5    6    -1.789127  -0.084222
   -5    6   -2     -7    3    1     0.028433  -2.606733
   -5    6   -1     -1    1    8    -1.016708  -0.360661
   -5    6    0      6   -5    2     0.682755   2.224891
   -5    6    1     -4    6   -4    -1.035351  -1.460648
   -5    6    2     -5    6    1     1.084164  -1.802076
   -5    6    3      3   -7    2    -1.052644   1.028881
   -4   -7   -2     -2    8   -1     0.004969  -0.594841
   -4   -7   -1      4   -6   -4    -0.186434   1.424811
   -4   -7    0     -3   -7   -3     0.282789  -1.385491
   -4   -7    1      6   -3   -4    -0.045417   2.282334
   -4   -7    2      7    4   -1     1.302233   2.899291
   -4   -6   -4      4    3   -6    -0.211985   1.628426
   -4   -6   -3     -2    1   -8     0.691502  -0.765968
   -4   -6    3      2   -3    7     0.032983   0.705459
   -4   -6    4      5    6    1     1.140822   2.151742
   -4   -5   -5      3    2    7    -0.377056   1.223312
   -4   -5   -4     -2   -6   -5    -1.418158  -0.899121
   -4   -5    4      6    5    0     0.245528   2.502066
   -4   -5    5      7    3    0     0.486587   2.858461
   -4   -4   -6      4   -6    3     0.634965   1.446075
   -4   -4   -5      1   -6   -5    -0.089056   0.272087
   -4   -4    5     -2    5    6     0.374435  -0.678009
   -4   -4    6     -3    4   -6    -0.257322  -1.130245
   -4   -3   -6     -6   -5    2     0.063147  -2.490832
   -4   -3    6      5   -4    5    -1.932909   1.892377
   -4   -2   -7      0    6    6    -0.649691   0.112266
   -4   -2    7      4    4   -6    -1.460652   1.643429
   -4   -1   -7      2    2    7    -0.482451   0.814911
   -4   -1    7      4    0   -7    -1.217418   1.573164
   -4    0   -7     -8   -2    0     0.146808  -3.122509
   -4    0    7      7    2    4    -0.159132   2.826901
   -4    1   -7     -4   -6    3     0.151117  -1.726948
   -4    1    7     -1   -8    0     0.690572  -0.541692
   -4    2   -7     -3    3   -7     1.390232  -1.143597
   -4    2    7     -2    4    7     2.257461  -0.691350
   -4    3   -6      1    6   -5     0.443441   0.471001
   -4    3    6     -4   -4    5    -0.102546  -1.657239
   -4    4   -6      3   -6    5    -0.083950   1.068494
   -4    4   -5      6   -2   -5     0.365359   2.311889
   -4    4    5     -4   -2   -7    -0.020767  -1.620525
   -4    4    6      2    7    2     0.102445   0.921090
   -4    5   -5     -7   -3    2     1.443063  -2.851640
   -4    5   -4     -2    3    7     0.305235  -0.711665
   -4    5    4     -2   -7   -3     0.695058  -0.935929
   -4    5    5     -2    7    3    -0.540195  -0.614741
   -4    6   -4     -2    7    4    -0.120359  -0.612012
   -4    6   -3     -6   -6    0     1.140024  -2.541711
   -4    6    3     -5    3    6     2.120806  -1.912717
   -4    6    4      1   -2   -8     1.034967   0.338092
   -4    7   -2      3   -7   -3    -1.572195   0.993330
   -4    7   -1     -3    7    1    -0.568898  -1.017434
   -4    7    0     -1   -7   -4     0.632994  -0.517829
   -4    7    1      2    2    8     0.022759   0.828406
   -4    7    2      2    7   -3     0.153625   0.907998
   -3   -7   -3     -3    4   -6    -0.698140  -1.130621
   -3   -7   -2     -8   -2   -1    -0.575963  -3.130376
   -3   -7   -1      4   -1    7     1.145263   1.570179
   -3   -7    0     -7   -1   -3    -0.017132  -2.781709
   -3   -7    1     -3    3    7    -0.794894  -1.136147
   -3   -7    2      7    3    2    -2.044739   2.874763
   -3   -7    3      2   -7   -3     1.852325   0.613541
   -3   -6   -5     -5    2   -6     0.185314  -1.952544
   -3   -6   -4     -1    7    4     0.718039  -0.246216
   -3   -6    4     -6   -4   -4     0.003392  -2.471680
   -3   -6    5      8    2    1     0.962733   3.124942
   -3   -5   -6     -5   -5   -4     0.306927  -2.116328
   -3   -5   -5      1    8   -2     0.256057   0.518862
   -3   -5    5      8   -2   -1     1.223531   2.941081
   -3   -5    6      0    4   -7     0.302392   0.058180
   -3   -4   -6     -1    8    2     0.097132  -0.208417
   -3   -4    6     -3   -7    0     0.995118  -1.359390
   -3   -3   -7      0    0   -8     0.801561  -0.004882
   -3   -3    7      0   -8    2     1.055147  -0.162784
   -3   -2   -7      5    6    1     1.437230   2.152841
   -3   -2    7      2   -5    6     1.350047   0.677272
   -3   -1   -7     -6    1   -5    -0.370601  -2.345124
   -3   -1    7      1   -8    2    -0.296761   0.230762
   -3    0   -7      6    4    3     0.981804   2.459646
   -3    0    7     -6   -1   -5     1.304313  -2.390083
   -3    1   -7     -4   -1    7     0.889319  -1.600875
   -3    1    7      1   -6    5     0.413577   0.276324
   -3    2   -7     -3    6    4     2.213437  -1.064388
   -3    2    7      2   -2   -7     0.602481   0.727503
   -3    3   -7     -7    2    2     1.114995  -2.660885
   -3    3    7     -7    1   -4     0.359517  -2.720979
   -3    4   -6      7    2    4     1.322911   2.825595
   -3    4    6      2    6   -5    -1.332819   0.883670
   -3    5   -6     -5   -1    6    -1.025118  -1.998022
   -3    5   -5      6    4   -4    -0.508565   2.442372
   -3    5    5     -2   -7   -2     1.667644  -0.932452
   -3    5    6     -1   -7    3     0.702337  -0.502971
   -3    6   -5     -8   -2    0     1.388003  -3.125024
   -3    6   -4     -4    2    7     1.420507  -1.550871
   -3    6    4     -3    0   -7     1.002945  -1.191909
   -3    6    5      6   -4   -4     0.938514   2.239824
   -3    7   -3      7    2    2    -1.513180   2.809823
   -3    7   -2     -1    7    3    -0.150182  -0.256490
   -3    7   -1     -5   -5    4     0.591432  -2.095633
   -3    7    0     -5    3    5    -1.206926  -1.919946
   -3    7    1      0   -5   -6    -2.140991  -0.087186
   -3    7    2     -5   -4   -4     0.046690  -2.076211
   -3    7    3      7   -4   -2     0.458133   2.539364
   -2   -8   -2      5   -3   -6    -1.856190   1.903996
   -2   -8   -1     -6    4    3     1.387015  -2.260269
   -2   -8    0      6   -5    0    -0.028355   2.212342
   -2   -8    1      3    5   -6     0.102241   1.261648
   -2   -8    2     -6    5    0     0.375804  -2.218423
   -2   -7   -4      6    5    2     0.577780   2.515095
   -2   -7   -3     -4    4   -5     1.323109  -1.515371
   -2   -7   -2      7    4    0     2.818495   2.914210
   -2   -7    2     -3   -2   -7    -0.063809  -1.225773
   -2   -7    3      4    6   -4    -0.269954   1.705922
   -2   -7    4      2   -7   -2     1.174541   0.619926
   -2   -6   -5      1    6    5     1.097686   0.474202
   -2   -6    5      2    6    5    -1.412869   0.889426
   -2   -5   -6     -2    8    2    -0.033137  -0.569478
   -2   -5    6      0   -5   -6    -0.678488  -0.093845
   -2   -4   -7     -2    2    8     1.761088  -0.726905
   -2   -4    7     -2    4   -7    -0.253643   0.845446
   -2   -3   -7      8    1    0    -1.313566   3.072473
   -2   -3    7     -3   -6    5    -0.947678  -1.306811
   -2   -2   -8     -3   -7    3     0.850002  -1.333844
   -2   -2   -7     -1    0    8    -0.081269  -0.378266
   -2   -2    7      3   -7   -2     1.862158   0.994200
   -2   -2    8      6   -5   -2     0.209475   2.193153
   -2   -1   -8     -5   -4   -4     0.901853  -2.077711
   -2   -1    8     -7    4   -2    -0.473560  -2.584095
   -2    0   -8      4   -5   -5    -0.744227   1.458721
   -2    0    8     -7   -3    3     0.829960  -2.843250
   -2    1   -8     -7   -3   -1     0.565439  -2.879672
   -2    1    8      1   -2   -8     0.060378   0.340868
   -2    2   -8      1    7    4     0.232203   0.514608
   -2    2   -7      4    4    5     0.119628   1.658552
   -2    2    7      1    7   -3    -0.644828   0.492412
   -2    2    8     -6   -4    4    -1.277154  -2.446177
   -2    3   -7     -4    6   -4     1.541494  -1.461598
   -2    3    7     -6   -5   -1     0.268885  -2.516395
   -2    4   -7     -1   -4   -7     0.173405  -0.454346
   -2    4    7     -6   -4    3    -1.166992  -2.456925
   -2    5   -6      5    6   -3    -1.552193   2.122957
   -2    5    6      5   -3    6     0.194507   1.932986
   -2    6   -5     -8   -1    0    -0.899190  -3.087796
   -2    6    5      0   -8    2     1.369138  -0.168430
   -2    7   -4     -1   -4    7     1.429506  -0.445253
   -2    7   -3     -4   -4   -5    -0.737515  -1.666366
   -2    7   -2      6   -6    0    -1.792412   2.176921
   -2    7    2     -2    8   -1    -0.622914  -0.590640
   -2    7    3      0   -5   -6    -0.941199  -0.093851
   -2    7    4      1   -7    4    -0.119678   0.262695
   -2    8   -2      4    7   -2     0.406515   1.737479
   -2    8   -1     -5   -2   -6    -0.535722  -2.016571
   -2    8    0      1    8    0    -0.672809   0.538122
   -2    8    1     -3    7    3    -0.626786  -1.001553
   -2    8    2     -7   -4   -1    -0.098646  -2.928287
   -1   -8   -2     -3   -6    5     1.826555  -1.303488
   -1   -8   -1      3   -6    5    -0.205634   1.071329
   -1   -8    0      7    2    2     0.468282   2.815005
   -1   -8    1     -2   -7   -2    -0.672112  -0.927959
   -1   -8    2      0    8    2     0.096619   0.192524
   -1   -7   -4     -4   -2    7    -0.794584  -1.613633
   -1   -7   -3     -5   -5   -4    -0.738722  -2.121810
   -1   -7    3      1   -3   -7     0.574780   0.323182
   -1   -7    4      7    4    1     0.046925   2.919672
   -1   -6   -5     -8   -1    1    -1.022043  -3.076906
   -1   -6    5     -8    2    0    -0.479815  -2.961198
   -1   -5   -6      7   -1   -3    -0.725048   2.695089
   -1   -5    6      5    0   -6     3.030793   1.970984
   -1   -4   -7      4    4   -6    -1.349212   1.644730
   -1   -4    7     -2    2   -7     0.254546  -0.745798
   -1   -3   -7     -2    2   -7    -0.210588  -0.740838
   -1   -3    7      4   -4    5     1.043085   1.509218
   -1   -2   -8      4    4    5     0.853929   1.661006
   -1   -2    8      7   -3   -3     0.707070   2.577740
   -1   -1   -8      4    1   -7     0.570933   1.593059
   -1   -1    8     -2   -2   -8     1.636676  -0.834063
   -1    0   -8     -8    2    2     0.299909  -2.943970
   -1    0    8      5    1   -6    -0.308050   1.991261
   -1    1   -8      5   -4   -4    -0.648015   1.883950
   -1    1    8     -8    0    0    -0.163664  -3.045130
   -1    2   -8      2    5   -6     0.293306   0.869654
   -1    2    8     -1    6    5     0.626524  -0.276614
   -1    3   -7     -4   -7   -2     0.293750  -1.778206
   -1    3    7     -7    3    3     0.794894  -2.588535
   -1    4   -7      7   -1    4    -1.120028   2.715697
   -1    4    7     -1    5   -6     1.317942  -0.305966
   -1    5   -6      8   -1   -1     0.196584   2.981994
   -1    5    6      1    7    3    -0.328084   0.506909
   -1    6   -5      8    0    1     0.176490   3.041480
   -1    6    5     -8    0   -2     1.126353  -3.061408
   -1    7   -4      4   -2    7    -2.096953   1.553602
   -1    7   -3     -7    3   -1    -1.045751  -2.625925
   -1    7    3      5    6   -2    -0.730347   2.127080
   -1    7    4     -6    0   -5    -0.463110  -2.365752
   -1    8   -2     -6   -4    3     0.363486  -2.455305
   -1    8   -1     -3    0   -7     0.085631  -1.198348
   -1    8    0      7    3    3    -0.886509   2.887174
   -1    8    1      5    3   -5     0.671337   2.027139
   -1    8    2     -4   -3    6     0.186174  -1.633393
    0   -8   -2      1    3    7    -0.766403   0.429915
    0   -8   -1      0   -5    6    -0.342432  -0.081221
    0   -8    0      5    2    6     1.503224   2.013694
    0   -8    1     -5    4    5     0.999650  -1.881504
    0   -8    2     -7    3    2     0.968748  -2.594720
    0   -7   -4     -2   -7   -4     0.450719  -0.948912
    0   -7   -3      0   -6   -5    -0.558252  -0.111547
    0   -7    3      2    7    2    -0.183014   0.926630
    0   -7    4     -4    3   -6    -0.009900  -1.538562
    0   -6   -6     -5   -5   -3     1.693046  -2.114332
    0   -6   -5      0   -4   -7    -0.038115  -0.077182
    0   -6    5      2   -2   -7     0.790601   0.728748
    0   -6    6      3   -7    0    -0.877211   1.016205
    0   -5   -6     -1    5   -6     0.078808  -0.306735
    0   -5    6      0    5    6     1.141631   0.085054
    0   -4   -7      2    1   -8     2.152980   0.786218
    0   -4    7      5    6    0    -0.350654   2.141729
    0   -3   -7     -5   -6    0     0.797678  -2.153196
    0   -3    7     -6   -3    5    -1.330921  -2.414446
    0   -2   -8     -8    0    2     0.358952  -3.022055
    0   -2    8      0   -4    7     1.621941  -0.067587
    0   -1   -8     -7   -1   -3    -1.367234  -2.775252
    0   -1    8     -6   -1    5     1.107439  -2.382271
    0    0   -8     -5    6    0    -0.117182  -1.810157
    0    0    8      6    2   -5     0.578906   2.391281
    0    1   -8      7    3    1    -2.176265   2.867229
    0    1    8      1   -2    8    -0.508939   0.348310
    0    2   -8     -7   -3    1     0.498151  -2.859781
    0    2    8      6    4    3    -0.881871   2.457142
    0    3   -7     -2   -2    8     0.693893  -0.807479
    0    3    7     -6    1    5    -1.511954  -2.337599
    0    4   -7      3   -3    7     1.280677   1.137402
    0    4    7     -8    2   -1    -0.488379  -2.965396
    0    5   -6      0   -6   -6     1.133866  -0.120500
    0    5    6     -5   -4    5    -0.242464  -2.065339
    0    6   -6     -5   -5    3    -1.105227  -2.099612
    0    6   -5     -5   -4    5     0.544737  -2.058209
    0    6    5      7    4   -2     0.542427   2.894343
    0    6    6      1    0    8     0.178598   0.376774
    0    7   -4     -3    7    2    -1.451749  -1.008648
    0    7   -3     -5    5    4    -0.129394  -1.850406
    0    7    3     -1   -2   -8    -2.697484  -0.418379
    0    7    4     -5    1   -6     0.498743  -1.974019
    0    8   -2      2    2   -8     0.933917   0.799092
    0    8   -1     -3    6   -5     0.555300  -1.082964
    0    8    0     -7    3    3    -1.513164  -2.588255
    0    8    1      8   -1    1    -0.438282   2.998085
    0    8    2     -4   -3    6     0.669797  -1.635195
    1   -8   -2      2    3   -7    -0.724064   0.829809
    1   -8   -1     -4   -7   -2    -1.327897  -1.778919
    1   -8    0     -6    3   -5     1.198100  -2.308120
    1   -8    1     -7    3    2    -2.295232  -2.595507
    1   -8    2      2   -4   -7     2.008163   0.683612
    1   -7   -4      7   -1    3    -0.748454   2.704954
    1   -7   -3     -4    4    6    -0.135915  -1.497985
    1   -7    3     -1    3    7    -1.316726  -0.328004
    1   -7    4     -3    0    7    -0.759796  -1.185060
    1   -6   -5      4    1    7    -1.767962   1.598201
    1   -6    5     -7    0    4     0.942387  -2.725325
    1   -5   -6      5    6    1     1.081820   2.151215
    1   -5    6      3   -7    0    -0.280591   1.018224
    1   -4   -7      4   -5   -4     0.558430   1.466043
    1   -4    7      3    6    5     1.912074   1.318863
    1   -3   -7      5   -5    3     1.913301   1.851340
    1   -3    7     -3    0   -7     1.228835  -1.194337
    1   -2   -8     -7    1    4    -1.103433  -2.696901
    1   -2    8      7   -2   -2     0.716995   2.656261
    1   -1   -8     -2    1   -8    -0.444745  -0.767815
    1   -1    8      1   -8   -2     0.670452   0.200598
    1    0   -8      1    3    7     0.344457   0.430888
    1    0    8     -5   -4   -4    -0.429037  -2.078514
    1    1   -8      4   -6   -3    -1.657567   1.435827
    1    1    8     -4    7   -2    -0.071888  -1.426235
    1    2   -8      3   -7   -2    -0.070978   0.996428
    1    2    8      4    1    7     0.507878   1.599591
    1    3   -7      0    6   -6    -0.080307   0.089881
    1    3    7      1    1    8    -0.106362   0.395088
    1    4   -7      8    2    0     0.374736   3.119667
    1    4    7     -6   -4   -4     0.028253  -2.470780
    1    5   -6     -6    6    0     1.426187  -2.187756
    1    5    6     -7   -2    3    -1.330289  -2.802576
    1    6   -5     -1    5   -6    -1.099710  -0.308287
    1    6    5      6   -3   -5     1.957349   2.275050
    1    7   -4      5    5    3    -0.287945   2.100208
    1    7   -3      4    7   -2     0.823113   1.740710
    1    7    3     -8    0    2    -1.112156  -3.026999
    1    7    4     -7   -3    0     0.886637  -2.868316
    1    8   -2     -6    0    6     1.016150  -2.350350
    1    8   -1     -7    0   -4     1.860821  -2.750505
    1    8    0      0   -6    5     0.688436  -0.108486
    1    8    1      8    2   -2     0.034818   3.100908
    1    8    2     -3   -5   -5     0.407787  -1.283499
    2   -8   -2      4   -5   -4    -0.011215   1.468749
    2   -8   -1      2    2   -7     0.970067   0.808564
    2   -8    0      7   -2   -4    -1.860425   2.639359
    2   -8    1     -7    3    0    -0.649879  -2.610228
    2   -8    2     -3   -7   -1     0.137926  -1.370665
    2   -7   -4     -3   -1   -7    -0.901584  -1.210505
    2   -7   -3     -4    6    3    -1.480405  -1.443182
    2   -7   -2     -3    7    3     0.044563  -0.998857
    2   -7    2     -7   -4    2    -1.584883  -2.902853
    2   -7    3      5   -4    5     0.142495   1.898096
    2   -7    4      3    2    7     1.049481   1.217321
    2   -6   -5     -1    0    8     0.861510  -0.382369
    2   -6    5      0    4   -7     0.810331   0.054159
    2   -5   -6      0    8    0     0.491824   0.175444
    2   -5    6      3   -5    5    -0.155370   1.095810
    2   -4   -7      2    6   -5    -0.894476   0.885455
    2   -4    7     -4    0    7    -0.637139  -1.584903
    2   -3   -7     -2   -2   -8     0.340281  -0.832392
    2   -3    7      0    1   -8     1.068897   0.006575
    2   -2   -8      3    5   -6     2.006172   1.263388
    2   -2   -7      6   -5   -1     0.228478   2.198055
    2   -2    7     -2   -2    8    -0.546824  -0.811083
    2   -2    8      0   -7    4     0.279132  -0.130231
    2   -1   -8      4    0   -7     2.146998   1.573723
    2   -1    8     -7    4   -2     0.585884  -2.582981
    2    0   -8     -7   -3    1    -1.127849  -2.858866
    2    0    8      3    0   -7    -0.568290   1.180021
    2    1   -8      8    0    2     1.848251   3.053506
    2    1    8     -7    2    4    -0.899164  -2.645388
    2    2   -8      4   -4    6    -0.662264   1.521002
    2    2   -7      0    0    8    -1.091492  -0.000842
    2    2    7     -1    5    6     1.214485  -0.298191
    2    2    8     -6   -3    4     1.562537  -2.422814
    2    3   -7     -4    0    7     1.317360  -1.586381
    2    3    7     -4   -5    5     1.473361  -1.681929
    2    4   -7     -5    3    6    -0.959313  -1.909656
    2    4    7      1    2   -8    -0.682503   0.407322
    2    5   -6      5   -4   -5     1.267720   1.872879
    2    5    6      7    3    2     0.999706   2.876856
    2    6   -5     -8   -2    2     1.245496  -3.110351
    2    6    5     -4   -2   -7     1.608651  -1.626973
    2    7   -4     -3    6   -5     0.053258  -1.078377
    2    7   -3      3   -7    3     0.140830   1.036738
    2    7   -2      7    3    3     0.661751   2.884201
    2    7    2     -3    7    0    -0.433233  -1.019198
    2    7    3      0    6   -6     0.593384   0.088832
    2    7    4     -6    5   -3    -0.373521  -2.243626
    2    8   -2     -3   -1    7     0.609105  -1.204410
    2    8   -1     -6   -4    3     0.809271  -2.456079
    2    8    0     -3    2    7     0.809299  -1.157159
    2    8    1      6    5   -2     1.164909   2.479054
    2    8    2      6   -4   -3     0.767901   2.248295
    3   -7   -3     -2    0   -8     0.057857  -0.786436
    3   -7   -2      6   -5   -3     2.263899   2.183227
    3   -7   -1     -3    2   -7     0.758613  -1.158905
    3   -7    0      0   -6   -6     0.065691  -0.124096
    3   -7    1     -3    5    5    -0.645028  -1.100199
    3   -7    2     -4    6    4    -0.656254  -1.434631
    3   -7    3      3    1    7    -1.487407   1.204585
    3   -6   -5      4    7    1     1.581049   1.763294
    3   -6   -4      6   -3   -4     0.138630   2.281657
    3   -6    4     -6   -4   -4     0.059204  -2.477545
    3   -6    5      1    7   -3     0.790873   0.496457
    3   -5   -6     -2    7    4     0.912328  -0.608061
    3   -5   -5     -2   -7    4     0.183686  -0.907583
    3   -5    5      0    8   -2     0.769303   0.155371
